Combined,City,State,Zip
"Freeport , NY",Freeport ,NY,11520
"Glen Cove, NY",Glen Cove,NY,11542
"Glen Head, NY",Glen Head,NY,11545
"Greenvale , NY",Greenvale ,NY,11548
"Hempstead , NY",Hempstead ,NY,11550
"East Meadow, NY",East Meadow,NY,11554
"Lynbrook , NY",Lynbrook ,NY,11563
"Rockville Centre, NY",Rockville Centre,NY,11570
"Roslyn , NY",Roslyn ,NY,11576
"Valley Stream, NY",Valley Stream,NY,11580
"Westbury , NY",Westbury ,NY,11590
"Amityville , NY",Amityville ,NY,11701
"West Babylon, NY",West Babylon,NY,11704
"Bay Shore, NY",Bay Shore,NY,11706
"Bohemia , NY",Bohemia ,NY,11716
"Wantagh , NY",Wantagh ,NY,11716
"Commack , NY",Commack ,NY,11725
"Huntington , NY",Huntington ,NY,11743
"Huntington Sta, NY",Huntington Sta,NY,11746
"Huntington Station, NY",Huntington Station,NY,11746
"Levittown , NY",Levittown ,NY,11756
"Lindenhurst , NY",Lindenhurst ,NY,11757
"Massapequa , NY",Massapequa ,NY,11758
"Massapequa Park, NY",Massapequa Park,NY,11762
"Medford , NY",Medford ,NY,11763
"Oakdale , NY",Oakdale ,NY,11769
"Patchogue , NY",Patchogue ,NY,11772
"Port Jefferson, NY",Port Jefferson,NY,11776
"Port Jefferson, NY",Port Jefferson,NY,11776
"Portjeff Station, NY",Portjeff Station,NY,11776
"Saint James, NY",Saint James,NY,11780
"St James, NY",St James,NY,11780
"St. James, NY",St. James,NY,11780
"St.james , NY",St.james ,NY,11780
"Sayville , NY",Sayville ,NY,11782
"Smithtown , NY",Smithtown ,NY,11787
"Syosset , NY",Syosset ,NY,11791
"West Islip, NY",West Islip,NY,11795
"Hicksville , NY",Hicksville ,NY,11801
"Riverhead , NY",Riverhead ,NY,11901
"Middle Island, NY",Middle Island,NY,11953
"Quogue , NY",Quogue ,NY,11959
"Southampton , NY",Southampton ,NY,11968
"Southold , NY",Southold ,NY,11971
"Amsterdam , NY",Amsterdam ,NY,12010
"Ballston Spa, NY",Ballston Spa,NY,12020
"Malta , NY",Malta ,NY,12020
"Burnt Hills, NY",Burnt Hills,NY,12027
"Cobleskill , NY",Cobleskill ,NY,12043
"East Greenbush, NY",East Greenbush,NY,12061
"Clifton Park, NY",Clifton Park,NY,12065
"Glenmont , NY",Glenmont ,NY,12077
"Gloversville , NY",Gloversville ,NY,12078
"Johnstown , NY",Johnstown ,NY,12095
"Latham , NY",Latham ,NY,12110
"Mechanicville , NY",Mechanicville ,NY,12118
"New Lebanon, NY",New Lebanon,NY,12125
"Ravena , NY",Ravena ,NY,12143
"Rensselaer , NY",Rensselaer ,NY,12144
"Troy , NY",Troy ,NY,12180
"Albany , NY",Albany ,NY,12205
"Colonie , NY",Colonie ,NY,12205
"Glenville , NY",Glenville ,NY,12302
"Scotia , NY",Scotia ,NY,12302
"Schenectady , NY",Schenectady ,NY,12304
"Kingston , NY",Kingston ,NY,12401
"Catskill , NY",Catskill ,NY,12414
"Ellenville , NY",Ellenville ,NY,12428
"Saugerties , NY",Saugerties ,NY,12477
"Tannersville , NY",Tannersville ,NY,12485
"Beacon , NY",Beacon ,NY,12508
"Copake Falls, NY",Copake Falls,NY,12517
"Fishkill , NY",Fishkill ,NY,12524
"Hudson , NY",Hudson ,NY,12534
"Hyde Park, NY",Hyde Park,NY,12538
"Millbrook , NY",Millbrook ,NY,12545
"Millerton , NY",Millerton ,NY,12546
"Milton , NY",Milton ,NY,12547
"Newburgh , NY",Newburgh ,NY,12550
"New Windsor, NY",New Windsor,NY,12553
"Pawling , NY",Pawling ,NY,12564
"Pine Bush, NY",Pine Bush,NY,12566
"Rhinebeck , NY",Rhinebeck ,NY,12572
"Wappingers Falls, NY",Wappingers Falls,NY,12590
"Poughkeepsie , NY",Poughkeepsie ,NY,12601
"Monticello , NY",Monticello ,NY,12701
"Callicoon , NY",Callicoon ,NY,12723
"Hortonville , NY",Hortonville ,NY,12745
"Liberty , NY",Liberty ,NY,12754
"Port Jervis, NY",Port Jervis,NY,12771
"Glens Falls, NY",Glens Falls,NY,12801
"South Glens, NY",South Glens,NY,12803
"Queensbury , NY",Queensbury ,NY,12804
"Comstock , NY",Comstock ,NY,12821
"Granville , NY",Granville ,NY,12832
"Greenwich , NY",Greenwich ,NY,12834
"Lake George, NY",Lake George,NY,12845
"Saratoga Springs, NY",Saratoga Springs,NY,12866
"Ticonderoga , NY",Ticonderoga ,NY,12883
"Warrensburg , NY",Warrensburg ,NY,12885
"Whitehall , NY",Whitehall ,NY,12887
"Dannemora Ford, NY",Dannemora Ford,NY,12901
"Plattsburgh , NY",Plattsburgh ,NY,12901
"Champlain , NY",Champlain ,NY,12919
"Chazy , NY",Chazy ,NY,12921
"Elizabethtown , NY",Elizabethtown ,NY,12932
"Ellenburg Depot, NY",Ellenburg Depot,NY,12935
"Malone , NY",Malone ,NY,12953
"Saranac Lake, NY",Saranac Lake,NY,12983
"Union Springs, NY",Union Springs,NY,13021
"Auburn , NY",Auburn ,NY,13021
"Baldwinsville , NY",Baldwinsville ,NY,13027
"Central Square, NY",Central Square,NY,13036
"Ciceo , NY",Ciceo ,NY,13039
"Cicero , NY",Cicero ,NY,13039
"Cortland , NY",Cortland ,NY,13045
"Dryden , NY",Dryden ,NY,13053
"East Syracuse, NY",East Syracuse,NY,13057
"Elbridge , NY",Elbridge ,NY,13060
"Fayetteville , NY",Fayetteville ,NY,13066
"Fulton , NY",Fulton ,NY,13069
"Liverpool , NY",Liverpool ,NY,13088
"Oswego , NY",Oswego ,NY,13126
"Phoenix , NY",Phoenix ,NY,13135
"Pulaski , NY",Pulaski ,NY,13142
"Seneca Falls, NY",Seneca Falls,NY,13148
"Skaneateles , NY",Skaneateles ,NY,13152
"Tully , NY",Tully ,NY,13159
"Waterloo , NY",Waterloo ,NY,13165
"Syracuse , NY",Syracuse ,NY,13204
"Boonville , NY",Boonville ,NY,13309
"Camden , NY",Camden ,NY,13316
"Cooperstown , NY",Cooperstown ,NY,13326
"Hamilton , NY",Hamilton ,NY,13346
"Herkimer , NY",Herkimer ,NY,13350
"Lowville , NY",Lowville ,NY,13367
"Marcy , NY",Marcy ,NY,13403
"Morrisville , NY",Morrisville ,NY,13408
"Nelliston , NY",Nelliston ,NY,13410
"Oneida , NY",Oneida ,NY,13421
"Richfield Springs, NY",Richfield Springs,NY,13439
"Rome , NY",Rome ,NY,13440
"Sherburne , NY",Sherburne ,NY,13460
"Yorkville , NY",Yorkville ,NY,13495
"Utica , NY",Utica ,NY,13502
"Watertown , NY",Watertown ,NY,13601
"Watertwon , NY",Watertwon ,NY,13601
"Adams , NY",Adams ,NY,13605
"Alexandria Bay, NY",Alexandria Bay,NY,13607
"Canton , NY",Canton ,NY,13617
"Carthage , NY",Carthage ,NY,13619
"Clayton , NY",Clayton ,NY,13624
"Gouverneur , NY",Gouverneur ,NY,13642
"Massena , NY",Massena ,NY,13662
"Ogdensburg , NY",Ogdensburg ,NY,13669
"Potsdam , NY",Potsdam ,NY,13676
"Bainbridge , NY",Bainbridge ,NY,13733
"Endicott , NY",Endicott ,NY,13760
"Greene , NY",Greene ,NY,13778
"Norwich , NY",Norwich ,NY,13815
"Oneonta , NY",Oneonta ,NY,13820
"Owego , NY",Owego ,NY,13827
"Sidney , NY",Sidney ,NY,13838
"Vestal , NY",Vestal ,NY,13850
"Whitney Point, NY",Whitney Point,NY,13862
"Binghamton , NY",Binghamton ,NY,13904
"Angola , NY",Angola ,NY,14006
"Arcade , NY",Arcade ,NY,14009
"Attica , NY",Attica ,NY,14011
"Batavia , NY",Batavia ,NY,14020
"Boston , NY",Boston ,NY,14025
"Bowmansville , NY",Bowmansville ,NY,14026
"Clarence , NY",Clarence ,NY,14031
"Depew , NY",Depew ,NY,14043
"Dunkirk , NY",Dunkirk ,NY,14048
"East Aurora, NY",East Aurora,NY,14052
"Hamburg , NY",Hamburg ,NY,14052
"Elma , NY",Elma ,NY,14059
"Fredonia , NY",Fredonia ,NY,14063
"Getzville , NY",Getzville ,NY,14068
"Gowanda , NY",Gowanda ,NY,14070
"Grand Island, NY",Grand Island,NY,14072
"Java Center, NY",Java Center,NY,14082
"Lockport , NY",Lockport ,NY,14094
"Pendleton , NY",Pendleton ,NY,14094
"Medina , NY",Medina ,NY,14103
"North Collins, NY",North Collins,NY,14111
"Orchard Park, NY",Orchard Park,NY,14127
"Ransomville , NY",Ransomville ,NY,14131
"Springville , NY",Springville ,NY,14141
"Amherst , NY",Amherst ,NY,14150
"Kenmore , NY",Kenmore ,NY,14217
"Williamsville , NY",Williamsville ,NY,14221
"West Seneca, NY",West Seneca,NY,14224
"Cheektowaga , NY",Cheektowaga ,NY,14225
"Niagara Falls, NY",Niagara Falls,NY,14304
"Albion , NY",Albion ,NY,14411
"Avon , NY",Avon ,NY,14414
"Brockport , NY",Brockport ,NY,14420
"Canandaigua , NY",Canandaigua ,NY,14424
"Farmington , NY",Farmington ,NY,14425
"Churchville , NY",Churchville ,NY,14428
"Dansville , NY",Dansville ,NY,14437
"East Rochester, NY",East Rochester,NY,14444
"Fairport , NY",Fairport ,NY,14450
"Geneva , NY",Geneva ,NY,14456
"Honeoyefalls , NY",Honeoyefalls ,NY,14472
"Leroy , NY",Leroy ,NY,14482
"Macedon , NY",Macedon ,NY,14502
"Newark , NY",Newark ,NY,14513
"Nunda , NY",Nunda ,NY,14517
"Ovid , NY",Ovid ,NY,14521
"Penn Yan, NY",Penn Yan,NY,14527
"Perry , NY",Perry ,NY,14530
"Sodus , NY",Sodus ,NY,14551
"Spencerport , NY",Spencerport ,NY,14559
"Victor , NY",Victor ,NY,14564
"Wayland , NY",Wayland ,NY,14572
"Webster , NY",Webster ,NY,14580
"Williamson , NY",Williamson ,NY,14589
"Wolcott , NY",Wolcott ,NY,14590
"Rochester , NY",Rochester ,NY,14615
"Penfield , NY",Penfield ,NY,14625
"Jamestown , NY",Jamestown ,NY,14701
"Great Valley, NY",Great Valley,NY,14741
"Lakewood , NY",Lakewood ,NY,14750
"Little Valley, NY",Little Valley,NY,14755
"Olean , NY",Olean ,NY,14760
"Randolph , NY",Randolph ,NY,14772
"Westfield , NY",Westfield ,NY,14787
"Bath , NY",Bath ,NY,14810
"Hornell , NY",Hornell ,NY,14843
"Ithaca , NY",Ithaca ,NY,14850
"Painted Post, NY",Painted Post,NY,14870
"Trumansburg , NY",Trumansburg ,NY,14886
"Watkins Glen, NY",Watkins Glen,NY,14891
"Wellsville , NY",Wellsville ,NY,14895
"Elmira , NY",Elmira ,NY,14901
"Aliquippa , PA",Aliquippa ,PA,15001
"Ambridge , PA",Ambridge ,PA,15003
"Bakerstown , PA",Bakerstown ,PA,15007
"Beaver , PA",Beaver ,PA,15009
"Beaver Falls, PA",Beaver Falls,PA,15010
"Belle Vernon, PA",Belle Vernon,PA,15012
"Bridgeville , PA",Bridgeville ,PA,15017
"Burgettstown , PA",Burgettstown ,PA,15021
"Charleroi , PA",Charleroi ,PA,15022
"Gibsonia , PA",Gibsonia ,PA,15044
"Mcdonald , PA",Mcdonald ,PA,15057
"Natrona Heights, PA",Natrona Heights,PA,15065
"New Kensington, PA",New Kensington,PA,15068
"Tarentum , PA",Tarentum ,PA,15084
"Pittsburgh , PA",Pittsburgh ,PA,15090
"Wexford , PA",Wexford ,PA,15090
"Bethel Park, PA",Bethel Park,PA,15102
"Carnegie , PA",Carnegie ,PA,15106
"Heidelberg , PA",Heidelberg ,PA,15106
"Moon Township, PA",Moon Township,PA,15108
"Moon Twp, PA",Moon Twp,PA,15108
"Glenshaw , PA",Glenshaw ,PA,15116
"West Mifflin, PA",West Mifflin,PA,15122
"White Oak, PA",White Oak,PA,15131
"Mckeesport , PA",Mckeesport ,PA,15132
"Mckees Rocks, PA",Mckees Rocks,PA,15136
"Sewickley , PA",Sewickley ,PA,15143
"Monroeville , PA",Monroeville ,PA,15146
"Castle Shannon, PA",Castle Shannon,PA,15234
"Pleasant Hills, PA",Pleasant Hills,PA,15236
"Washington , PA",Washington ,PA,15301
"Bentleyville , PA",Bentleyville ,PA,15314
"Mcmurray , PA",Mcmurray ,PA,15317
"Carmichaels , PA",Carmichaels ,PA,15320
"Mt Morris, PA",Mt Morris,PA,15329
"Houston , PA",Houston ,PA,15342
"Mount Morris, PA",Mount Morris,PA,15349
"Richeyville , PA",Richeyville ,PA,15358
"Canonsburg , PA",Canonsburg ,PA,15370
"Waynesburg , PA",Waynesburg ,PA,15370
"Uniontown , PA",Uniontown ,PA,15401
"Brownsville , PA",Brownsville ,PA,15417
"Confluence , PA",Confluence ,PA,15424
"Connellsville , PA",Connellsville ,PA,15425
"Masontown , PA",Masontown ,PA,15461
"Point Marion, PA",Point Marion,PA,15474
"Somerset , PA",Somerset ,PA,15501
"Bedford , PA",Bedford ,PA,15522
"Boswell , PA",Boswell ,PA,15531
"Greensburg , PA",Greensburg ,PA,15601
"Adamsburg , PA",Adamsburg ,PA,15611
"Apollo , PA",Apollo ,PA,15613
"Delmont , PA",Delmont ,PA,15626
"North Huntingdon, PA",North Huntingdon,PA,15642
"Irwin , PA",Irwin ,PA,15642
"Latrobe , PA",Latrobe ,PA,15650
"Leechburg , PA",Leechburg ,PA,15656
"Ligonier , PA",Ligonier ,PA,15658
"Mount Pleasant, PA",Mount Pleasant,PA,15666
"Mt. Pleasant, PA",Mt. Pleasant,PA,15666
"Murrysville , PA",Murrysville ,PA,15668
"New Alexandria, PA",New Alexandria,PA,15670
"Vandergrift , PA",Vandergrift ,PA,15690
"Indiana , PA",Indiana ,PA,15701
"Northern Cambria, PA",Northern Cambria,PA,15714
"Blairsville , PA",Blairsville ,PA,15717
"Carrolltown , PA",Carrolltown ,PA,15722
"Homer City, PA",Homer City,PA,15748
"Mahaffey , PA",Mahaffey ,PA,15757
"Punxsutawney , PA",Punxsutawney ,PA,15767
"Du Bois, PA",Du Bois,PA,15801
"Dubois , PA",Dubois ,PA,15801
"Brookville , PA",Brookville ,PA,15825
"St Marys, PA",St Marys,PA,15857
"St. Marys, PA",St. Marys,PA,15857
"Johnstown , PA",Johnstown ,PA,15901
"Ebensburg , PA",Ebensburg ,PA,15931
"Portage/pa/portage , PA",Portage/pa/portage ,PA,15946
"South Fork, PA",South Fork,PA,15956
"Windber , PA",Windber ,PA,15963
"Butler , PA",Butler ,PA,16001
"Lyndora , PA",Lyndora ,PA,16045
"Slippery Rock, PA",Slippery Rock,PA,16057
"Zelienople , PA",Zelienople ,PA,16063
"Cranberry Twp, PA",Cranberry Twp,PA,16066
"Cranberry Twp., PA",Cranberry Twp.,PA,16066
"New Castle, PA",New Castle,PA,16105
"Ellwood City, PA",Ellwood City,PA,16117
"Greenville , PA",Greenville ,PA,16125
"Grove City, PA",Grove City,PA,16127
"Mercer , PA",Mercer ,PA,16137
"New Wilmington, PA",New Wilmington,PA,16142
"Sandy Lake, PA",Sandy Lake,PA,16145
"Sharon , PA",Sharon ,PA,16146
"Hermitage , PA",Hermitage ,PA,16148
"Kittanning , PA",Kittanning ,PA,16201
"Clarion , PA",Clarion ,PA,16214
"Freeport , PA",Freeport ,PA,16229
"New Bethlehem, PA",New Bethlehem,PA,16242
"Plumville , PA",Plumville ,PA,16246
"Conneaut Lake, PA",Conneaut Lake,PA,16316
"Franklin , PA",Franklin ,PA,16323
"Guys Mills, PA",Guys Mills,PA,16327
"Meadville , PA",Meadville ,PA,16335
"Reno , PA",Reno ,PA,16343
"Seneca , PA",Seneca ,PA,16346
"Titusville , PA",Titusville ,PA,16354
"Warren , PA",Warren ,PA,16365
"Corry , PA",Corry ,PA,16407
"Edinboro , PA",Edinboro ,PA,16412
"Girard , PA",Girard ,PA,16417
"North East, PA",North East,PA,16428
"Waterford , PA",Waterford ,PA,16441
"Erie , PA",Erie ,PA,16509
"Altoona , PA",Altoona ,PA,16602
"Claysburg , PA",Claysburg ,PA,16625
"Cresson , PA",Cresson ,PA,16630
"Hollidaysburg , PA",Hollidaysburg ,PA,16648
"Houtzdale , PA",Houtzdale ,PA,16651
"Huntingdon , PA",Huntingdon ,PA,16652
"Patton , PA",Patton ,PA,16668
"Tyrone , PA",Tyrone ,PA,16686
"Bradford , PA",Bradford ,PA,16701
"Kane , PA",Kane ,PA,16735
"State College, PA",State College,PA,16801
"Bellefonte , PA",Bellefonte ,PA,16823
"Clearfield , PA",Clearfield ,PA,16830
"Curwensville , PA",Curwensville ,PA,16833
"Philipsburg , PA",Philipsburg ,PA,16866
"Wellsboro , PA",Wellsboro ,PA,16901
"Coudersport , PA",Coudersport ,PA,16915
"Elkland , PA",Elkland ,PA,16920
"Mansfield , PA",Mansfield ,PA,16933
"Troy , PA",Troy ,PA,16947
"Burnham , PA",Burnham ,PA,17009
"Carlisle , PA",Carlisle ,PA,17013
"Dillsburg , PA",Dillsburg ,PA,17019
"Duncannon , PA",Duncannon ,PA,17020
"Elizabethtown , PA",Elizabethtown ,PA,17022
"Halifax , PA",Halifax ,PA,17032
"Lebanon , PA",Lebanon ,PA,17042
"Lemoyne , PA",Lemoyne ,PA,17043
"Lewistown , PA",Lewistown ,PA,17044
"Loysvile , PA",Loysvile ,PA,17047
"Mechanicsburg , PA",Mechanicsburg ,PA,17050
"Mifflintown , PA",Mifflintown ,PA,17059
"Millersburg , PA",Millersburg ,PA,17061
"Palmyra , PA",Palmyra ,PA,17078
"Thompsontown , PA",Thompsontown ,PA,17094
"Harrisburg , PA",Harrisburg ,PA,17104
"Chambersburg , MD",Chambersburg ,MD,17201
"Chambersburg , PA",Chambersburg ,PA,17201
"Frederick , MD",Frederick ,MD,17204
"Greencastle , PA",Greencastle ,PA,17225
"Mercersburg , PA",Mercersburg ,PA,17236
"Shippensburg , PA",Shippensburg ,PA,17257
"Waynesboro , PA",Waynesboro ,PA,17268
"Codorus , PA",Codorus ,PA,17311
"Gettysburg , PA",Gettysburg ,PA,17325
"Hanover , PA",Hanover ,PA,17331
"Manchester , PA",Manchester ,PA,17345
"Red Lion, PA",Red Lion,PA,17356
"Spring Grove, PA",Spring Grove,PA,17364
"Wrightsville , PA",Wrightsville ,PA,17368
"York , PA",York ,PA,17402
"Columbia , PA",Columbia ,PA,17512
"East Petersburg, PA",East Petersburg,PA,17520
"Ephrata , PA",Ephrata ,PA,17522
"Lititz , PA",Lititz ,PA,17543
"Mount Joy, PA",Mount Joy,PA,17552
"Mt Joy, PA",Mt Joy,PA,17552
"New Holland, PA",New Holland,PA,17557
"Paradise , PA",Paradise ,PA,17562
"Quarryville , PA",Quarryville ,PA,17566
"Lancaster , PA",Lancaster ,PA,17601
"Williamsport , PA",Williamsport ,PA,17701
"Lock Haven, PA",Lock Haven,PA,17745
"Montgomery , PA",Montgomery ,PA,17752
"Montoursville , PA",Montoursville ,PA,17754
"Muncy , PA",Muncy ,PA,17756
"Pennsdale , PA",Pennsdale ,PA,17756
"Sunbury , PA",Sunbury ,PA,17801
"Beaver Springs, PA",Beaver Springs,PA,17812
"Bloomsburg , PA",Bloomsburg ,PA,17815
"Danville , PA",Danville ,PA,17821
"Hummels Wharf, PA",Hummels Wharf,PA,17831
"Lewisburg , PA",Lewisburg ,PA,17837
"Milton , PA",Milton ,PA,17847
"Northumberland , PA",Northumberland ,PA,17857
"Selinsgrove , PA",Selinsgrove ,PA,17870
"Shamokin , PA",Shamokin ,PA,17872
"Pottsville , PA",Pottsville ,PA,17901
"Ashland , PA",Ashland ,PA,17921
"Orwigsburg , PA",Orwigsburg ,PA,17961
"Schuylkill Haven, PA",Schuylkill Haven,PA,17972
"Shenandaoh , PA",Shenandaoh ,PA,17976
"Shenandoah , PA",Shenandoah ,PA,17976
"Valley View, PA",Valley View,PA,17983
"Bangor , PA",Bangor ,PA,18013
"Bath , PA",Bath ,PA,18014
"Bethlehem , PA",Bethlehem ,PA,18015
"Easton , PA",Easton ,PA,18042
"Emmaus , PA",Emmaus ,PA,18049
"Fogelsville , PA",Fogelsville ,PA,18051
"Whitehall , PA",Whitehall ,PA,18052
"Lehighton , PA",Lehighton ,PA,18058
"Nazareth , PA",Nazareth ,PA,18064
"Red Hill, PA",Red Hill,PA,18076
"Slatington , PA",Slatington ,PA,18080
"Siklerville , NJ",Siklerville ,NJ,18081
"Wind Gap, PA",Wind Gap,PA,18091
"Allentown , PA",Allentown ,PA,18103
"Hazleton , PA",Hazleton ,PA,18201
"Freeland , PA",Freeland ,PA,18224
"Nesquehoning , PA",Nesquehoning ,PA,18240
"Tamaqua , PA",Tamaqua ,PA,18252
"East Stroudsburg, PA",East Stroudsburg,PA,18301
"Bartonsvillle , PA",Bartonsvillle ,PA,18321
"Brodheadsville , PA",Brodheadsville ,PA,18322
"Milford , PA",Milford ,PA,18337
"Mount Pocono, PA",Mount Pocono,PA,18344
"Stroudsburg , PA",Stroudsburg ,PA,18360
"Eynon , PA",Eynon ,PA,18403
"Carbondale , PA",Carbondale ,PA,18407
"Kingston , PA",Kingston ,PA,18411
"Forest City, PA",Forest City,PA,18421
"Vandling , PA",Vandling ,PA,18421
"Honesdale , PA",Honesdale ,PA,18431
"Lenoxville , PA",Lenoxville ,PA,18441
"Moscow , PA",Moscow ,PA,18444
"Peckville , PA",Peckville ,PA,18452
"Scranton , PA",Scranton ,PA,18503
"Moosic , PA",Moosic ,PA,18507
"Berwick , PA",Berwick ,PA,18603
"Dushore , PA",Dushore ,PA,18614
"Pittston , PA",Pittston ,PA,18640
"Exeter , PA",Exeter ,PA,18643
"Dickson City, PA",Dickson City,PA,18657
"Tunhannock , PA",Tunhannock ,PA,18657
"Tunkhannock , PA",Tunkhannock ,PA,18657
"Wilkes Barre, PA",Wilkes Barre,PA,18702
"Wilkes-barre , PA",Wilkes-barre ,PA,18702
"Hanover Township, PA",Hanover Township,PA,18706
"Montrose , PA",Montrose ,PA,18801
"Athens , PA",Athens ,PA,18810
"Hallstead , PA",Hallstead ,PA,18822
"Milan , PA",Milan ,PA,18831
"Sayre , PA",Sayre ,PA,18840
"Towanda , PA",Towanda ,PA,18848
"Doylestown , PA",Doylestown ,PA,18901
"Colmar , PA",Colmar ,PA,18915
"Franconia , PA",Franconia ,PA,18924
"Montgomeryville , PA",Montgomeryville ,PA,18936
"Newtown , PA",Newtown ,PA,18940
"Quakertown , PA",Quakertown ,PA,18951
"Sellersville , PA",Sellersville ,PA,18960
"Souderton , PA",Souderton ,PA,18964
"Southampton , PA",Southampton ,PA,18966
"Warminster , PA",Warminster ,PA,18974
"Warrington , PA",Warrington ,PA,18976
"Abington , PA",Abington ,PA,19001
"Roslyn , PA",Roslyn ,PA,19001
"Harleysville , PA",Harleysville ,PA,19002
"Ardmore , PA",Ardmore ,PA,19003
"Bala Cynwyd, PA",Bala Cynwyd,PA,19004
"Broomall , PA",Broomall ,PA,19008
"Chester , PA",Chester ,PA,19013
"Drexel Hill, PA",Drexel Hill,PA,19026
"Edgemont , PA",Edgemont ,PA,19028
"Fairless Hills, PA",Fairless Hills,PA,19030
"Flourtown , PA",Flourtown ,PA,19031
"Fort Washington, PA",Fort Washington,PA,19034
"Glenolden , PA",Glenolden ,PA,19036
"Glenside , PA",Glenside ,PA,19038
"Haverford , PA",Haverford ,PA,19041
"Horsham , PA",Horsham ,PA,19044
"Phila , PA",Phila ,PA,19045
"Jenkintown , PA",Jenkintown ,PA,19046
"Langhorne , PA",Langhorne ,PA,19047
"Feasterville , PA",Feasterville ,PA,19053
"Trevose , PA",Trevose ,PA,19053
"Media , PA",Media ,PA,19063
"Springfield , PA",Springfield ,PA,19064
"Newtown Sq, PA",Newtown Sq,PA,19073
"Newtown Square, PA",Newtown Square,PA,19073
"Swarthmore , PA",Swarthmore ,PA,19081
"Willow Grove, PA",Willow Grove,PA,19090
"Wynnewood , PA",Wynnewood ,PA,19096
"Philadelphia , PA",Philadelphia ,PA,19111
"Paoli , PA",Paoli ,PA,19301
"Chadds Ford, PA",Chadds Ford,PA,19317
"Chaddsford , PA",Chaddsford ,PA,19317
"Coatesville , PA",Coatesville ,PA,19320
"Concordville , PA",Concordville ,PA,19331
"Devon , PA",Devon ,PA,19333
"Downingtown , PA",Downingtown ,PA,19335
"Exton , PA",Exton ,PA,19341
"Glen Mills, PA",Glen Mills,PA,19342
"Kennett Square, PA",Kennett Square,PA,19348
"Frazer , PA",Frazer ,PA,19355
"Oxford , PA",Oxford ,PA,19363
"Thorndale , PA",Thorndale ,PA,19372
"Chester Springs, PA",Chester Springs,PA,19380
"West Chester, PA",West Chester,PA,19382
"East Norriton, PA",East Norriton,PA,19401
"Norristown , PA",Norristown ,PA,19403
"Collegeville , PA",Collegeville ,PA,19426
"Conshohocken , PA",Conshohocken ,PA,19428
"Conshohoscken , PA",Conshohoscken ,PA,19428
"Hatfield , PA",Hatfield ,PA,19440
"Lansdale , PA",Lansdale ,PA,19446
"Phoenixville , PA",Phoenixville ,PA,19460
"Plymouth Meeting, PA",Plymouth Meeting,PA,19462
"Pottstown , PA",Pottstown ,PA,19464
"Limerick , PA",Limerick ,PA,19468
"Zieglerville , PA",Zieglerville ,PA,19492
"Bally , PA",Bally ,PA,19503
"Boyertown , PA",Boyertown ,PA,19512
"Elverson , PA",Elverson ,PA,19520
"Fleetwood , PA",Fleetwood ,PA,19522
"Gilbertsville , PA",Gilbertsville ,PA,19525
"Hamburg , PA",Hamburg ,PA,19526
"Kutztown , PA",Kutztown ,PA,19530
"Leesport , PA",Leesport ,PA,19533
"Morgantown , PA",Morgantown ,PA,19543
"Robesonia , PA",Robesonia ,PA,19551
"Temple , PA",Temple ,PA,19560
"Wernersville , PA",Wernersville ,PA,19565
"Reading , PA",Reading ,PA,19605
"Reading, , PA","Reading, ",PA,19607
"Shillington , PA",Shillington ,PA,19607
"Sinking Spring, PA",Sinking Spring,PA,19608
"Newark , DE",Newark ,DE,19702
"Middletown , DE",Middletown ,DE,19709
"Nerw Castle, DE",Nerw Castle,DE,19720
"New Castle, DE",New Castle,DE,19720
"Wilmington , DE",Wilmington ,DE,19805
"Dover , DE",Dover ,DE,19901
"Felton , DE",Felton ,DE,19943
"Georgetown , DE",Georgetown ,DE,19947
"Lewes , DE",Lewes ,DE,19958
"Milford , DE",Milford ,DE,19963
"Millsboro , DE",Millsboro ,DE,19966
"Seaford , DE",Seaford ,DE,19973
"Selbyville , DE",Selbyville ,DE,19975
"Smyrna , DE",Smyrna ,DE,19977
"Washington , DC",Washington ,DC,20016
"Manassas , VA",Manassas ,VA,20109
"Marshall , VA",Marshall ,VA,20115
"Chantilly , VA",Chantilly ,VA,20151
"Sterling , VA",Sterling ,VA,20164
"Dulles , VA",Dulles ,VA,20166
"Herndon , VA",Herndon ,VA,20170
"Leesbug , VA",Leesbug ,VA,20175
"Leesburg , VA",Leesburg ,VA,20175
"Warrenton , VA",Warrenton ,VA,20186
"Waldorf , MD",Waldorf ,MD,20601
"Brandywine , MD",Brandywine ,MD,20613
"Leonardtown , MD",Leonardtown ,MD,20650
"Lexington Park, MD",Lexington Park,MD,20653
"Prince Frederick, MD",Prince Frederick,MD,20678
"Lanham , MD",Lanham ,MD,20706
"Laurel , MD",Laurel ,MD,20707
"Bowie , MD",Bowie ,MD,20716
"College Park, MD",College Park,MD,20740
"Fort Washington, MD",Fort Washington,MD,20744
"Marlow Heights, MD",Marlow Heights,MD,20746
"Greenbelt , MD",Greenbelt ,MD,20770
"Upper Marlboro, MD",Upper Marlboro,MD,20772
"Landover Hills, MD",Landover Hills,MD,20784
"New Carrollton, MD",New Carrollton,MD,20785
"Bethesda , MD",Bethesda ,MD,20814
"Rockvill , MD",Rockvill ,MD,20850
"Rockville , MD",Rockville ,MD,20850
